Team,Season_Start,Season_End,Rk,Player,Salary
Boston Celtic,2010,2011,3,Ray Allen,"$10,000,000"
Boston Celtic,2010,2011,4,Rajon Rondo,"$9,090,911"
Boston Celtic,2010,2011,5,Rasheed Wallace,"$6,322,320"
Boston Celtic,2010,2011,6,Jermaine O'Neal,"$5,765,000"
Boston Celtic,2010,2011,7,Nenad Krstic,"$5,543,116"
Boston Celtic,2010,2011,8,Jeff Green,"$4,455,988"
Boston Celtic,2010,2011,9,Glen Davis,"$3,300,000"
Boston Celtic,2010,2011,10,Avery Bradley,"$1,418,160"
Boston Celtic,2010,2011,11,Shaquille O'Neal,"$1,352,181"
Boston Celtic,2010,2011,12,Delonte West,"$1,069,509"
Boston Celtic,2010,2011,13,Von Wafer,"$915,852"
Boston Celtic,2010,2011,14,Chris Johnson,"$136,509"
Boston Celtic,2011,2012,1,Kevin Garnett,"$21,247,044"
Boston Celtic,2011,2012,2,Paul Pierce,"$15,333,334"
Boston Celtic,2011,2012,3,Rajon Rondo,"$10,045,455"
Boston Celtic,2011,2012,4,Ray Allen,"$10,000,000"
Boston Celtic,2011,2012,5,Jermaine O'Neal,"$6,226,200"
Boston Celtic,2011,2012,6,Brandon Bass,"$4,250,000"
Boston Celtic,2011,2012,7,Chris Wilcox,"$3,000,000"
Boston Celtic,2011,2012,8,Keyon Dooling,"$2,246,400"
Boston Celtic,2011,2012,9,Avery Bradley,"$1,524,480"
Boston Celtic,2011,2012,10,Marquis Daniels,"$1,223,166"
Boston Celtic,2011,2012,11,Sasha Pavlovic,"$1,223,166"
Boston Celtic,2011,2012,12,Mickael Pietrus,"$1,223,166"
Boston Celtic,2011,2012,13,JaJuan Johnson,"$1,042,320"
Boston Celtic,2011,2012,14,Greg Stiemsma,"$762,195"
Boston Celtic,2011,2012,15,E'Twaun Moore,"$473,604"
Boston Celtic,2012,2013,1,Paul Pierce,"$16,790,345"
Boston Celtic,2012,2013,2,Kevin Garnett,"$11,566,265"
Boston Celtic,2012,2013,3,Rajon Rondo,"$11,000,000"
Boston Celtic,2012,2013,4,Jeff Green,"$8,385,000"
Boston Celtic,2012,2013,5,Brandon Bass,"$6,000,000"
Boston Celtic,2012,2013,6,Courtney Lee,"$5,000,000"
Boston Celtic,2012,2013,7,Jason Terry,"$5,000,000"
Boston Celtic,2012,2013,8,Avery Bradley,"$1,630,800"
Boston Celtic,2012,2013,9,Chris Wilcox,"$1,352,181"
Boston Celtic,2012,2013,10,Keyon Dooling,"$1,352,181"
Boston Celtic,2012,2013,11,Jared Sullinger,"$1,306,920"
Boston Celtic,2012,2013,12,Fab Melo,"$1,254,720"
Boston Celtic,2012,2013,13,Jordan Crawford,"$1,198,680"
Boston Celtic,2012,2013,14,Terrence Williams,"$296,776"
Boston Celtic,2012,2013,15,D.J. White,"$269,368"
Boston Celtic,2012,2013,16,Dionte Christmas,"$236,800"
Boston Celtic,2012,2013,17,Kris Joseph,"$189,442"
Boston Celtic,2012,2013,18,Darko Milicic,"$159,080"
Boston Celtic,2012,2013,19,Jarvis Varnado,"$33,431"
Boston Celtic,2013,2014,1,Kris Humphries,"$12,000,000"
Boston Celtic,2013,2014,2,Rajon Rondo,"$11,954,545"
Boston Celtic,2013,2014,3,Gerald Wallace,"$10,105,855"
Boston Celtic,2013,2014,4,Jeff Green,"$8,965,000"
Boston Celtic,2013,2014,5,Brandon Bass,"$6,450,000"
Boston Celtic,2013,2014,6,Keith Bogans,"$5,058,198"
Boston Celtic,2013,2014,7,Avery Bradley,"$2,511,432"
Boston Celtic,2013,2014,8,Jordan Crawford,"$2,162,419"
Boston Celtic,2013,2014,9,Kelly Olynyk,"$1,986,360"
Boston Celtic,2013,2014,10,Jared Sullinger,"$1,365,720"
Boston Celtic,2013,2014,11,MarShon Brooks,"$1,210,080"
Boston Celtic,2014,2015,1,Gerald Wallace,"$10,105,855"
Boston Celtic,2014,2015,2,Isaiah Thomas,"$7,238,606"
Boston Celtic,2014,2015,3,Avery Bradley,"$7,191,011"
Boston Celtic,2014,2015,4,Brandon Bass,"$6,900,000"
Boston Celtic,2014,2015,5,Jonas Jerebko,"$4,500,000"
Boston Celtic,2014,2015,6,Marcus Smart,"$3,283,320"
Boston Celtic,2014,2015,7,Evan Turner,"$3,278,000"
Boston Celtic,2014,2015,8,Will Bynum,"$2,915,908"
Boston Celtic,2014,2015,9,Nate Robinson,"$2,106,720"
Boston Celtic,2014,2015,10,Vitor Faverani,"$2,090,000"
Boston Celtic,2014,2015,11,Kelly Olynyk,"$2,075,760"
Boston Celtic,2014,2015,12,Luigi Datome,"$1,750,000"
Boston Celtic,2014,2015,13,Tyler Zeller,"$1,703,760"
Boston Celtic,2014,2015,14,James Young,"$1,674,480"
Boston Celtic,2014,2015,15,Jared Sullinger,"$1,424,520"
Boston Celtic,2014,2015,16,Jae Crowder,"$915,243"
Boston Celtic,2014,2015,17,Chris Douglas-Roberts,"$915,243"
Boston Celtic,2014,2015,18,Phil Pressey,"$816,482"
Boston Celtic,2014,2015,19,Erik Murphy,"$100,000"
Boston Celtic,2014,2015,20,Andre Dawkins,"$59,686"
Boston Celtic,2014,2015,21,Chris Babb,"$48,028"
Boston Celtic,2015,2016,1,David Lee,"$15,493,680"
Boston Celtic,2015,2016,2,Amir Johnson,"$12,000,000"
Boston Celtic,2015,2016,3,Avery Bradley,"$7,730,337"
Boston Celtic,2015,2016,4,Isaiah Thomas,"$6,912,869"
Boston Celtic,2015,2016,5,Jae Crowder,"$6,000,000"
Boston Celtic,2015,2016,6,Jonas Jerebko,"$5,000,000"
Boston Celtic,2015,2016,7,Marcus Smart,"$3,431,040"
Boston Celtic,2015,2016,8,Evan Turner,"$3,425,510"
Boston Celtic,2015,2016,9,Tyler Zeller,"$2,616,975"
Boston Celtic,2015,2016,10,Jared Sullinger,"$2,269,260"
Boston Celtic,2015,2016,11,Kelly Olynyk,"$2,165,160"
Boston Celtic,2015,2016,12,Zoran Dragic,"$2,050,397"
Boston Celtic,2015,2016,13,Perry Jones,"$2,038,206"
Boston Celtic,2015,2016,14,Terry Rozier,"$1,824,360"
Boston Celtic,2015,2016,15,James Young,"$1,749,840"
Boston Celtic,2015,2016,16,Jordan Mickey,"$1,200,000"
Boston Celtic,2015,2016,17,R.J. Hunter,"$1,148,640"
Boston Celtic,2015,2016,18,Coty Clarke,"$61,776"
Boston Celtic,2015,2016,19,Corey Walden,"$25,000"
Boston Celtic,2015,2016,20,Malcolm Miller,"$25,000"
Boston Celtic,2015,2016,21,Levi Randolph,"$25,000"
Boston Celtic,2015,2016,22,John Holland,"$9,266"
Brooklyn Nets,1990,1991,1,Derrick Coleman,"$2,100,000"
Brooklyn Nets,1990,1991,2,Sam Bowie,"$2,000,000"
Brooklyn Nets,1990,1991,3,Roy Hinson,"$1,250,000"
Brooklyn Nets,1990,1991,4,Drazen Petrovic,"$1,200,000"
Brooklyn Nets,1990,1991,5,Chris Dudley,"$950,000"
Brooklyn Nets,1990,1991,6,Reggie Theus,"$765,000"
Brooklyn Nets,1990,1991,7,Chris Morris,"$750,000"
Brooklyn Nets,1990,1991,8,Terry Mills,"$600,000"
Brooklyn Nets,1990,1991,9,Mookie Blaylock,"$525,000"
Brooklyn Nets,1990,1991,10,Tate George,"$410,000"
Brooklyn Nets,1990,1991,11,Jack Haley,"$360,000"
Brooklyn Nets,1990,1991,12,Jud Buechler,"$225,000"
Brooklyn Nets,1990,1991,13,Derrick Gervin,"$155,000"
Brooklyn Nets,1990,1991,14,Kurk Lee,"$120,000"
Brooklyn Nets,1991,1992,1,Derrick Coleman,"$2,300,000"
Brooklyn Nets,1991,1992,2,Sam Bowie,"$2,000,000"
Brooklyn Nets,1991,1992,3,Kenny Anderson,"$1,828,000"
Brooklyn Nets,1991,1992,4,Drazen Petrovic,"$1,375,000"
Brooklyn Nets,1991,1992,5,Chris Dudley,"$1,000,000"
Brooklyn Nets,1991,1992,6,Roy Hinson,"$943,000"
Brooklyn Nets,1991,1992,7,Terry Mills,"$850,000"
Brooklyn Nets,1991,1992,8,Chris Morris,"$650,000"
Brooklyn Nets,1991,1992,9,Mookie Blaylock,"$575,000"
Brooklyn Nets,1991,1992,10,Tate George,"$481,000"
Brooklyn Nets,1991,1992,11,Rafael Addison,"$311,000"
Brooklyn Nets,1991,1992,12,Doug Lee,"$150,000"
Brooklyn Nets,1991,1992,13,Dave Feitl,"$135,000"
Brooklyn Nets,1992,1993,1,Derrick Coleman,"$2,870,000"
Brooklyn Nets,1992,1993,2,Sam Bowie,"$2,600,000"
